,head,tail,combined
13A1P7,CCCCCCCOP1(=O)OCCO1,CCCCCCCCCCCCCNCCCCCCCCCCCCC,CCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCCC)(CCCCCCCCCCCCC)
13A1P8,CCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCCCCNCCCCCCCCCCCCC,CCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCCC)(CCCCCCCCCCCCC)
13A1P9,CCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCCCCNCCCCCCCCCCCCC,CCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCCC)(CCCCCCCCCCCCC)
13A1P10,CCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCCCCNCCCCCCCCCCCCC,CCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCCC)(CCCCCCCCCCCCC)
13A1P11,CCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCCCCNCCCCCCCCCCCCC,CCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCCC)(CCCCCCCCCCCCC)
13A1P12,CCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCCCCNCCCCCCCCCCCCC,CCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCCC)(CCCCCCCCCCCCC)
13A1P13,CCCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCCCCNCCCCCCCCCCCCC,CCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCCC)(CCCCCCCCCCCCC)
13A1P14,CCCCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCCCCNCCCCCCCCCCCCC,CCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCCC)(CCCCCCCCCCCCC)
13A1P15,CCCCCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCCCCNCCCCCCCCCCCCC,CCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCCC)(CCCCCCCCCCCCC)
13A1P16,CCCCCCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCCCCNCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCCC)(CCCCCCCCCCCCC)
14A1P4,CCCCOP1(=O)OCCO1,CCCCN(CCCC)CCCC,CCCCOP(=O)([O-])OCC[N+](CCCC)(CCCC)(CCCC)
14A1P5,CCCCCOP1(=O)OCCO1,CCCCN(CCCC)CCCC,CCCCCOP(=O)([O-])OCC[N+](CCCC)(CCCC)(CCCC)
14A1P6,CCCCCCOP1(=O)OCCO1,CCCCN(CCCC)CCCC,CCCCCCOP(=O)([O-])OCC[N+](CCCC)(CCCC)(CCCC)
14A1P7,CCCCCCCOP1(=O)OCCO1,CCCCN(CCCC)CCCC,CCCCCCCOP(=O)([O-])OCC[N+](CCCC)(CCCC)(CCCC)
14A1P8,CCCCCCCCOP1(=O)OCCO1,CCCCN(CCCC)CCCC,CCCCCCCCOP(=O)([O-])OCC[N+](CCCC)(CCCC)(CCCC)
14A1P9,CCCCCCCCCOP1(=O)OCCO1,CCCCN(CCCC)CCCC,CCCCCCCCCOP(=O)([O-])OCC[N+](CCCC)(CCCC)(CCCC)
14A1P10,CCCCCCCCCCOP1(=O)OCCO1,CCCCN(CCCC)CCCC,CCCCCCCCCCOP(=O)([O-])OCC[N+](CCCC)(CCCC)(CCCC)
14A1P11,CCCCCCCCCCCOP1(=O)OCCO1,CCCCN(CCCC)CCCC,CCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCC)(CCCC)(CCCC)
14A1P12,CCCCCCCCCCCCOP1(=O)OCCO1,CCCCN(CCCC)CCCC,CCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCC)(CCCC)(CCCC)
14A1P13,CCCCCCCCCCCCCOP1(=O)OCCO1,CCCCN(CCCC)CCCC,CCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCC)(CCCC)(CCCC)
14A1P14,CCCCCCCCCCCCCCOP1(=O)OCCO1,CCCCN(CCCC)CCCC,CCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCC)(CCCC)(CCCC)
14A1P15,CCCCCCCCCCCCCCCOP1(=O)OCCO1,CCCCN(CCCC)CCCC,CCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCC)(CCCC)(CCCC)
14A1P16,CCCCCCCCCCCCCCCCOP1(=O)OCCO1,CCCCN(CCCC)CCCC,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCC)(CCCC)(CCCC)
15A1P4,CCCCOP1(=O)OCCO1,CCCCCCN(CCCCCC)CCCCCC,CCCCOP(=O)([O-])OCC[N+](CCCCCC)(CCCCCC)(CCCCCC)
15A1P5,CCCCCOP1(=O)OCCO1,CCCCCCN(CCCCCC)CCCCCC,CCCCCOP(=O)([O-])OCC[N+](CCCCCC)(CCCCCC)(CCCCCC)
15A1P6,CCCCCCOP1(=O)OCCO1,CCCCCCN(CCCCCC)CCCCCC,CCCCCCOP(=O)([O-])OCC[N+](CCCCCC)(CCCCCC)(CCCCCC)
15A1P7,CCCCCCCOP1(=O)OCCO1,CCCCCCN(CCCCCC)CCCCCC,CCCCCCCOP(=O)([O-])OCC[N+](CCCCCC)(CCCCCC)(CCCCCC)
15A1P8,CCCCCCCCOP1(=O)OCCO1,CCCCCCN(CCCCCC)CCCCCC,CCCCCCCCOP(=O)([O-])OCC[N+](CCCCCC)(CCCCCC)(CCCCCC)
15A1P9,CCCCCCCCCOP1(=O)OCCO1,CCCCCCN(CCCCCC)CCCCCC,CCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCC)(CCCCCC)(CCCCCC)
15A1P10,CCCCCCCCCCOP1(=O)OCCO1,CCCCCCN(CCCCCC)CCCCCC,CCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCC)(CCCCCC)(CCCCCC)
15A1P11,CCCCCCCCCCCOP1(=O)OCCO1,CCCCCCN(CCCCCC)CCCCCC,CCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCC)(CCCCCC)(CCCCCC)
15A1P12,CCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCN(CCCCCC)CCCCCC,CCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCC)(CCCCCC)(CCCCCC)
15A1P13,CCCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCN(CCCCCC)CCCCCC,CCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCC)(CCCCCC)(CCCCCC)
15A1P14,CCCCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCN(CCCCCC)CCCCCC,CCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCC)(CCCCCC)(CCCCCC)
15A1P15,CCCCCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCN(CCCCCC)CCCCCC,CCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCC)(CCCCCC)(CCCCCC)
15A1P16,CCCCCCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCN(CCCCCC)CCCCCC,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCC)(CCCCCC)(CCCCCC)
16A1P4,CCCCOP1(=O)OCCO1,CCCCCCCCN(CCCCCCCC)CCCCCCCC,CCCCOP(=O)([O-])OCC[N+](CCCCCCCC)(CCCCCCCC)(CCCCCCCC)
16A1P5,CCCCCOP1(=O)OCCO1,CCCCCCCCN(CCCCCCCC)CCCCCCCC,CCCCCOP(=O)([O-])OCC[N+](CCCCCCCC)(CCCCCCCC)(CCCCCCCC)
16A1P6,CCCCCCOP1(=O)OCCO1,CCCCCCCCN(CCCCCCCC)CCCCCCCC,CCCCCCOP(=O)([O-])OCC[N+](CCCCCCCC)(CCCCCCCC)(CCCCCCCC)
16A1P7,CCCCCCCOP1(=O)OCCO1,CCCCCCCCN(CCCCCCCC)CCCCCCCC,CCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCC)(CCCCCCCC)(CCCCCCCC)
16A1P8,CCCCCCCCOP1(=O)OCCO1,CCCCCCCCN(CCCCCCCC)CCCCCCCC,CCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCC)(CCCCCCCC)(CCCCCCCC)
16A1P9,CCCCCCCCCOP1(=O)OCCO1,CCCCCCCCN(CCCCCCCC)CCCCCCCC,CCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCC)(CCCCCCCC)(CCCCCCCC)
16A1P10,CCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCN(CCCCCCCC)CCCCCCCC,CCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCC)(CCCCCCCC)(CCCCCCCC)
16A1P11,CCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCN(CCCCCCCC)CCCCCCCC,CCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCC)(CCCCCCCC)(CCCCCCCC)
16A1P12,CCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCN(CCCCCCCC)CCCCCCCC,CCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCC)(CCCCCCCC)(CCCCCCCC)
16A1P13,CCCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCN(CCCCCCCC)CCCCCCCC,CCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCC)(CCCCCCCC)(CCCCCCCC)
16A1P14,CCCCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCN(CCCCCCCC)CCCCCCCC,CCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCC)(CCCCCCCC)(CCCCCCCC)
16A1P15,CCCCCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCN(CCCCCCCC)CCCCCCCC,CCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCC)(CCCCCCCC)(CCCCCCCC)
16A1P16,CCCCCCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCN(CCCCCCCC)CCCCCCCC,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCC)(CCCCCCCC)(CCCCCCCC)
17A1P4,CCCCOP1(=O)OCCO1,CCCCCCCCCCN(CCCCCCCCCC)CCCCCCCCCC,CCCCOP(=O)([O-])OCC[N+](CCCCCCCCCC)(CCCCCCCCCC)(CCCCCCCCCC)
17A1P5,CCCCCOP1(=O)OCCO1,CCCCCCCCCCN(CCCCCCCCCC)CCCCCCCCCC,CCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCC)(CCCCCCCCCC)(CCCCCCCCCC)
17A1P6,CCCCCCOP1(=O)OCCO1,CCCCCCCCCCN(CCCCCCCCCC)CCCCCCCCCC,CCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCC)(CCCCCCCCCC)(CCCCCCCCCC)
17A1P7,CCCCCCCOP1(=O)OCCO1,CCCCCCCCCCN(CCCCCCCCCC)CCCCCCCCCC,CCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCC)(CCCCCCCCCC)(CCCCCCCCCC)
17A1P8,CCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCN(CCCCCCCCCC)CCCCCCCCCC,CCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCC)(CCCCCCCCCC)(CCCCCCCCCC)
17A1P9,CCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCN(CCCCCCCCCC)CCCCCCCCCC,CCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCC)(CCCCCCCCCC)(CCCCCCCCCC)
17A1P10,CCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCN(CCCCCCCCCC)CCCCCCCCCC,CCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCC)(CCCCCCCCCC)(CCCCCCCCCC)
17A1P11,CCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCN(CCCCCCCCCC)CCCCCCCCCC,CCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCC)(CCCCCCCCCC)(CCCCCCCCCC)
17A1P12,CCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCN(CCCCCCCCCC)CCCCCCCCCC,CCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCC)(CCCCCCCCCC)(CCCCCCCCCC)
17A1P13,CCCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCN(CCCCCCCCCC)CCCCCCCCCC,CCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCC)(CCCCCCCCCC)(CCCCCCCCCC)
17A1P14,CCCCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCN(CCCCCCCCCC)CCCCCCCCCC,CCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCC)(CCCCCCCCCC)(CCCCCCCCCC)
17A1P15,CCCCCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCN(CCCCCCCCCC)CCCCCCCCCC,CCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCC)(CCCCCCCCCC)(CCCCCCCCCC)
17A1P16,CCCCCCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCN(CCCCCCCCCC)CCCCCCCCCC,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCC)(CCCCCCCCCC)(CCCCCCCCCC)
18A1P4,CCCCOP1(=O)OCCO1,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCC)(CCCCCCCCCCCC)(CCCCCCCCCCCC)
18A1P5,CCCCCOP1(=O)OCCO1,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCC)(CCCCCCCCCCCC)(CCCCCCCCCCCC)
18A1P6,CCCCCCOP1(=O)OCCO1,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCC)(CCCCCCCCCCCC)(CCCCCCCCCCCC)
18A1P7,CCCCCCCOP1(=O)OCCO1,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCC)(CCCCCCCCCCCC)(CCCCCCCCCCCC)
18A1P8,CCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCC)(CCCCCCCCCCCC)(CCCCCCCCCCCC)
18A1P9,CCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCC)(CCCCCCCCCCCC)(CCCCCCCCCCCC)
18A1P10,CCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCC)(CCCCCCCCCCCC)(CCCCCCCCCCCC)
18A1P11,CCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCC)(CCCCCCCCCCCC)(CCCCCCCCCCCC)
18A1P12,CCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCC)(CCCCCCCCCCCC)(CCCCCCCCCCCC)
18A1P13,CCCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCC)(CCCCCCCCCCCC)(CCCCCCCCCCCC)
18A1P14,CCCCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCC)(CCCCCCCCCCCC)(CCCCCCCCCCCC)
18A1P15,CCCCCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCC)(CCCCCCCCCCCC)(CCCCCCCCCCCC)
18A1P16,CCCCCCCCCCCCCCCCOP1(=O)OCCO1,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](CCCCCCCCCCCC)(CCCCCCCCCCCC)(CCCCCCCCCCCC)
20A2P4,CCCCOP1(=O)OCCO1,C(CN1CCNCC1)N,CCCCOP(=O)([O-])OCC[NH2+]CCN1CC[NH+](CCOP(=O)([O-])OCCCC)CC1
20A2P5,CCCCCOP1(=O)OCCO1,C(CN1CCNCC1)N,CCCCCOP(=O)([O-])OCC[NH2+]CCN1CC[NH+](CCOP(=O)([O-])OCCCCC)CC1
20A2P6,CCCCCCOP1(=O)OCCO1,C(CN1CCNCC1)N,CCCCCCOP(=O)([O-])OCC[NH2+]CCN1CC[NH+](CCOP(=O)([O-])OCCCCCC)CC1
20A2P7,CCCCCCCOP1(=O)OCCO1,C(CN1CCNCC1)N,CCCCCCCOP(=O)([O-])OCC[NH2+]CCN1CC[NH+](CCOP(=O)([O-])OCCCCCCC)CC1
20A2P8,CCCCCCCCOP1(=O)OCCO1,C(CN1CCNCC1)N,CCCCCCCCOP(=O)([O-])OCC[NH2+]CCN1CC[NH+](CCOP(=O)([O-])OCCCCCCCC)CC1
20A2P9,CCCCCCCCCOP1(=O)OCCO1,C(CN1CCNCC1)N,CCCCCCCCCOP(=O)([O-])OCC[NH2+]CCN1CC[NH+](CCOP(=O)([O-])OCCCCCCCCC)CC1
20A2P10,CCCCCCCCCCOP1(=O)OCCO1,C(CN1CCNCC1)N,CCCCCCCCCCOP(=O)([O-])OCC[NH2+]CCN1CC[NH+](CCOP(=O)([O-])OCCCCCCCCCC)CC1
20A2P11,CCCCCCCCCCCOP1(=O)OCCO1,C(CN1CCNCC1)N,CCCCCCCCCCCOP(=O)([O-])OCC[NH2+]CCN1CC[NH+](CCOP(=O)([O-])OCCCCCCCCCCC)CC1
20A2P12,CCCCCCCCCCCCOP1(=O)OCCO1,C(CN1CCNCC1)N,CCCCCCCCCCCCOP(=O)([O-])OCC[NH2+]CCN1CC[NH+](CCOP(=O)([O-])OCCCCCCCCCCCC)CC1
20A2P13,CCCCCCCCCCCCCOP1(=O)OCCO1,C(CN1CCNCC1)N,CCCCCCCCCCCCCOP(=O)([O-])OCC[NH2+]CCN1CC[NH+](CCOP(=O)([O-])OCCCCCCCCCCCCC)CC1
20A2P14,CCCCCCCCCCCCCCOP1(=O)OCCO1,C(CN1CCNCC1)N,CCCCCCCCCCCCCCOP(=O)([O-])OCC[NH2+]CCN1CC[NH+](CCOP(=O)([O-])OCCCCCCCCCCCCCC)CC1
20A2P15,CCCCCCCCCCCCCCCOP1(=O)OCCO1,C(CN1CCNCC1)N,CCCCCCCCCCCCCCCOP(=O)([O-])OCC[NH2+]CCN1CC[NH+](CCOP(=O)([O-])OCCCCCCCCCCCCCCC)CC1
20A2P16,CCCCCCCCCCCCCCCCOP1(=O)OCCO1,C(CN1CCNCC1)N,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[NH2+]CCN1CC[NH+](CCOP(=O)([O-])OCCCCCCCCCCCCCCCC)CC1
21A2P4,CCCCOP1(=O)OCCO1,CN(C)CCCNCCCN,CCCCOP(=O)([O-])OCC[NH2+]CCC[NH+](CCCN(C)C)CCOP(=O)([O-])OCCCC
21A2P5,CCCCCOP1(=O)OCCO1,CN(C)CCCNCCCN,CCCCCOP(=O)([O-])OCC[NH2+]CCC[NH+](CCCN(C)C)CCOP(=O)([O-])OCCCCC
21A2P6,CCCCCCOP1(=O)OCCO1,CN(C)CCCNCCCN,CCCCCCOP(=O)([O-])OCC[NH2+]CCC[NH+](CCCN(C)C)CCOP(=O)([O-])OCCCCCC
21A2P7,CCCCCCCOP1(=O)OCCO1,CN(C)CCCNCCCN,CCCCCCCOP(=O)([O-])OCC[NH2+]CCC[NH+](CCCN(C)C)CCOP(=O)([O-])OCCCCCCC
21A2P8,CCCCCCCCOP1(=O)OCCO1,CN(C)CCCNCCCN,CCCCCCCCOP(=O)([O-])OCC[NH2+]CCC[NH+](CCCN(C)C)CCOP(=O)([O-])OCCCCCCCC
21A2P9,CCCCCCCCCOP1(=O)OCCO1,CN(C)CCCNCCCN,CCCCCCCCCOP(=O)([O-])OCC[NH2+]CCC[NH+](CCCN(C)C)CCOP(=O)([O-])OCCCCCCCCC
21A2P10,CCCCCCCCCCOP1(=O)OCCO1,CN(C)CCCNCCCN,CCCCCCCCCCOP(=O)([O-])OCC[NH2+]CCC[NH+](CCCN(C)C)CCOP(=O)([O-])OCCCCCCCCCC
21A2P11,CCCCCCCCCCCOP1(=O)OCCO1,CN(C)CCCNCCCN,CCCCCCCCCCCOP(=O)([O-])OCC[NH2+]CCC[NH+](CCCN(C)C)CCOP(=O)([O-])OCCCCCCCCCCC
21A2P12,CCCCCCCCCCCCOP1(=O)OCCO1,CN(C)CCCNCCCN,CCCCCCCCCCCCOP(=O)([O-])OCC[NH2+]CCC[NH+](CCCN(C)C)CCOP(=O)([O-])OCCCCCCCCCCCC
21A2P13,CCCCCCCCCCCCCOP1(=O)OCCO1,CN(C)CCCNCCCN,CCCCCCCCCCCCCOP(=O)([O-])OCC[NH2+]CCC[NH+](CCCN(C)C)CCOP(=O)([O-])OCCCCCCCCCCCCC
21A2P14,CCCCCCCCCCCCCCOP1(=O)OCCO1,CN(C)CCCNCCCN,CCCCCCCCCCCCCCOP(=O)([O-])OCC[NH2+]CCC[NH+](CCCN(C)C)CCOP(=O)([O-])OCCCCCCCCCCCCCC
21A2P15,CCCCCCCCCCCCCCCOP1(=O)OCCO1,CN(C)CCCNCCCN,CCCCCCCCCCCCCCCOP(=O)([O-])OCC[NH2+]CCC[NH+](CCCN(C)C)CCOP(=O)([O-])OCCCCCCCCCCCCCCC
21A2P16,CCCCCCCCCCCCCCCCOP1(=O)OCCO1,CN(C)CCCNCCCN,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[NH2+]CCC[NH+](CCCN(C)C)CCOP(=O)([O-])OCCCCCCCCCCCCCCCC
22A2P4,CCCCOP1(=O)OCCO1,CN(CCCN)CCCN,CCCCOP(=O)([O-])OCC[NH2+]CCCN(C)CCC[NH2+]CCOP(=O)([O-])OCCCC
22A2P5,CCCCCOP1(=O)OCCO1,CN(CCCN)CCCN,CCCCCOP(=O)([O-])OCC[NH2+]CCCN(C)CCC[NH2+]CCOP(=O)([O-])OCCCCC
22A2P6,CCCCCCOP1(=O)OCCO1,CN(CCCN)CCCN,CCCCCCOP(=O)([O-])OCC[NH2+]CCCN(C)CCC[NH2+]CCOP(=O)([O-])OCCCCCC
22A2P7,CCCCCCCOP1(=O)OCCO1,CN(CCCN)CCCN,CCCCCCCOP(=O)([O-])OCC[NH2+]CCCN(C)CCC[NH2+]CCOP(=O)([O-])OCCCCCCC
22A2P8,CCCCCCCCOP1(=O)OCCO1,CN(CCCN)CCCN,CCCCCCCCOP(=O)([O-])OCC[NH2+]CCCN(C)CCC[NH2+]CCOP(=O)([O-])OCCCCCCCC
22A2P9,CCCCCCCCCOP1(=O)OCCO1,CN(CCCN)CCCN,CCCCCCCCCOP(=O)([O-])OCC[NH2+]CCCN(C)CCC[NH2+]CCOP(=O)([O-])OCCCCCCCCC
22A2P10,CCCCCCCCCCOP1(=O)OCCO1,CN(CCCN)CCCN,CCCCCCCCCCOP(=O)([O-])OCC[NH2+]CCCN(C)CCC[NH2+]CCOP(=O)([O-])OCCCCCCCCCC
22A2P11,CCCCCCCCCCCOP1(=O)OCCO1,CN(CCCN)CCCN,CCCCCCCCCCCOP(=O)([O-])OCC[NH2+]CCCN(C)CCC[NH2+]CCOP(=O)([O-])OCCCCCCCCCCC
22A2P12,CCCCCCCCCCCCOP1(=O)OCCO1,CN(CCCN)CCCN,CCCCCCCCCCCCOP(=O)([O-])OCC[NH2+]CCCN(C)CCC[NH2+]CCOP(=O)([O-])OCCCCCCCCCCCC
22A2P13,CCCCCCCCCCCCCOP1(=O)OCCO1,CN(CCCN)CCCN,CCCCCCCCCCCCCOP(=O)([O-])OCC[NH2+]CCCN(C)CCC[NH2+]CCOP(=O)([O-])OCCCCCCCCCCCCC
22A2P14,CCCCCCCCCCCCCCOP1(=O)OCCO1,CN(CCCN)CCCN,CCCCCCCCCCCCCCOP(=O)([O-])OCC[NH2+]CCCN(C)CCC[NH2+]CCOP(=O)([O-])OCCCCCCCCCCCCCC
22A2P15,CCCCCCCCCCCCCCCOP1(=O)OCCO1,CN(CCCN)CCCN,CCCCCCCCCCCCCCCOP(=O)([O-])OCC[NH2+]CCCN(C)CCC[NH2+]CCOP(=O)([O-])OCCCCCCCCCCCCCCC
22A2P16,CCCCCCCCCCCCCCCCOP1(=O)OCCO1,CN(CCCN)CCCN,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[NH2+]CCCN(C)CCC[NH2+]CCOP(=O)([O-])OCCCCCCCCCCCCCCCC
23A2P4,CCCCOP1(=O)OCCO1,C(CN)CN1CCN(CCCN)CC1,CCCCOP(=O)([O-])OCC[NH2+]CCCN1CCN(CCC[NH2+]CCOP(=O)([O-])OCCCC)CC1
23A2P5,CCCCCOP1(=O)OCCO1,C(CN)CN1CCN(CCCN)CC1,CCCCCOP(=O)([O-])OCC[NH2+]CCCN1CCN(CCC[NH2+]CCOP(=O)([O-])OCCCCC)CC1
23A2P6,CCCCCCOP1(=O)OCCO1,C(CN)CN1CCN(CCCN)CC1,CCCCCCOP(=O)([O-])OCC[NH2+]CCCN1CCN(CCC[NH2+]CCOP(=O)([O-])OCCCCCC)CC1
23A2P7,CCCCCCCOP1(=O)OCCO1,C(CN)CN1CCN(CCCN)CC1,CCCCCCCOP(=O)([O-])OCC[NH2+]CCCN1CCN(CCC[NH2+]CCOP(=O)([O-])OCCCCCCC)CC1
